solvent,solute,deltaG,logK
C(=O)N,CCCCCCCC,-0.055020000000000006,0.93
C(=O)N,CCCCCCCCC,-0.07217,1.22
C(=O)N,C1CCCCC1,-0.058570000000000004,0.99
C(=O)N,CCC1CCCCC1,-0.07868,1.33
C(=O)N,C(Cl)Cl,-0.11595,1.96
C(=O)N,C(Cl)(Cl)Cl,-0.12600999999999998,2.13
C(=O)N,C(Cl)(Cl)(Cl)Cl,-0.09406,1.59
C(=O)N,CCOCC,-0.08815,1.49
C(=O)N,C1CCOC1,-0.15914,2.69
C(=O)N,CCC=O,-0.14139000000000002,2.39
C(=O)N,CCCC=O,-0.15263,2.58
C(=O)N,CCCCC=O,-0.16328,2.76
C(=O)N,CC(=O)C,-0.1615,2.73
C(=O)N,CCC(=O)C,-0.17156,2.9
C(=O)N,CCCC(=O)C,-0.17865999999999999,3.02
C(=O)N,CCCCC(=O)C,-0.19345,3.27
C(=O)N,CCCCCC(=O)C,-0.20586999999999997,3.48
C(=O)N,CC(=O)OC,-0.14198,2.4
C(=O)N,CCCOC(=O)C,-0.1615,2.73
C(=O)N,CCCCOC(=O)C,-0.17629,2.98
C(=O)N,CC#N,-0.18930999999999998,3.2
C(=O)N,C[N+](=O)[O-],-0.20586999999999997,3.48
C(=O)N,O,-0.2461,4.16
C(=O)N,CO,-0.19523,3.3
C(=O)N,CCCO,-0.21001999999999998,3.55
C(=O)N,CCCCO,-0.22658000000000003,3.83
C(=O)N,CCCCCO,-0.24491999999999997,4.14
C(=O)N,CCCCCCO,-0.26208000000000004,4.43
C(=O)N,CCCCCCCO,-0.27687,4.68
C(=O)N,CCCCCCCCO,-0.2816,4.76
C(=O)N,CCCCCCCCCO,-0.31295,5.29
C(=O)N,c1ccccc1,-0.11654,1.97
C(=O)N,Cc1ccccc1,-0.13015,2.2
C(=O)N,CCc1ccccc1,-0.14139000000000002,2.39
C(=O)N,CCCc1ccccc1,-0.15145,2.56
C(=O)N,CC(C)c1ccccc1,-0.14672000000000002,2.48
C(=O)N,c1ccc(cc1)Cl,-0.155,2.62
C(=O)N,Cc1ccc(cc1)C,-0.14198,2.4
C(=O)N,CCOC(=O)C,-0.15441,2.61
C(=O)N,CCCCC=C,-0.039639999999999995,0.67
C(=O)N,CCCCCC=C,-0.053829999999999996,0.91
C(=O)N,Cc1ccccc1C,-0.15381,2.6
C(=O)N,CC1CCCCC1,-0.061529999999999994,1.04
C(=O)N,CCCCCCC=C,-0.06862,1.16
C(=O)N,C1CCC=CC1,-0.08105,1.37
C(=O)N,COC=O,-0.1337,2.26
C(=O)N,CCCCCOC(=O)C,-0.18754,3.17
C(=O)N,CCCCCCOC(=O)C,-0.19937,3.37
C(=O)N,Cc1cccc(c1)C,-0.14257,2.41
C(=O)N,CCC/C=C\C,-0.04614,0.78
C(=O)N,CC(=C)CC(C)(C)C,-0.0562,0.95
C(=O)N,c1ccc(cc1)F,-0.12128,2.05
C(=O)N,c1ccc(cc1)Br,-0.17865999999999999,3.02
C(=O)N,c1ccc2ccccc2c1,-0.23723000000000002,4.01
C(=O)N,c1ccc(c(c1)Cl)Cl,-0.19699999999999998,3.33
C(=O)N,CCCCCCC(=O)C,-0.21948,3.71
C(=O)N,CCCCCC=O,-0.17452,2.95
C(=O)N,CC(C)CC(=O)C,-0.18162,3.07
C(=O)N,CCCCCCCC(=O)C,-0.23545,3.98
C(=O)N,CCCCCCCC=O,-0.18694000000000002,3.16
C(=O)N,CCCCCCCCC=O,-0.18930999999999998,3.2
C(=O)N,CCCCCCCOC(=O)C,-0.21001999999999998,3.55
C(=O)N,CCCC1CCCCC1,-0.08282,1.4
C(=O)N,CC(C)CCC(=O)C,-0.19582,3.31
C(=O)N,CC(C)CCCC(=O)C,-0.20647,3.49
C(=O)N,CC(C)CCCCC(=O)C,-0.22066,3.73
C(=O)N,C(=O)N,-0.43186,7.3
CCCC(C)O,CCC,-0.05798,0.98
CCCC(C)O,CCCC,-0.08815,1.49
CCCC(C)O,CC(C)C,-0.07808999999999999,1.32
CCCC(C)O,CCCCCCC,-0.17304,2.925
CCCC(C)O,CC=C,-0.05679,0.96
CCCC(C)O,C/C=C/C,-0.09347000000000001,1.58
CCCC(C)O,C/C=C\C,-0.09643,1.63
CCCC(C)O,C=CC=C,-0.08992,1.52
CCCC(C)O,CCCl,-0.10235,1.73
CCCC(C)O,CC(F)F,-0.05265,0.89
CCCC(C)O,COC,-0.08874,1.5
CCCC(C)O,CO,-0.18754,3.17
CCCC(C)O,CCCO,-0.23167,3.9160000000000004
CCCC(C)O,CC(C)O,-0.21036999999999997,3.556
CCCC(C)O,CCC=C,-0.08696,1.47
CCCC(C)O,CC(=C)C,-0.08696,1.47
CCCOC,CCCOC,-0.15322,2.59
CCC(C)(C)OC,CCCCCC,-0.16985,2.8710000000000004
CCC(C)(C)OC,CCCCCCCC,-0.22905999999999999,3.872
CCC(C)(C)OC,C1CCCCC1,-0.18659,3.154
CCC(C)(C)OC,CCC(C)(C)OC,-0.19333,3.2680000000000002
CCC(C)(C)OC,CO,-0.14382,2.431
CCC(C)(C)OC,CCCCCCCCCC,-0.29343,4.96
CCC(C)(C)OC,CCC(C)(C)C,-0.15139,2.559
CCC(C)(C)OC,CC(C)(C)O,-0.1818,3.073
CCNC=O,CCCCC,-0.0917,1.55
CCNC=O,CCCCCC,-0.11654,1.97
CCNC=O,CCCCCCC,-0.1408,2.38
CCNC=O,CCCCCCCC,-0.16446,2.78
CCNC=O,C1CCCCC1,-0.13962,2.36
CCNC=O,C(Cl)Cl,-0.16032000000000002,2.71
CCNC=O,C(Cl)(Cl)Cl,-0.19108,3.23
CCNC=O,CCOCC,-0.12069,2.04
CCNC=O,CC(C)OC(C)C,-0.14021,2.37
CCNC=O,CCOC(C)(C)C,-0.14672000000000002,2.48
CCNC=O,CCC(C)(C)OC,-0.16446,2.78
CCNC=O,CC(C)(C)OC,-0.13902,2.35
CCNC=O,C1CCOC1,-0.17038,2.88
CCNC=O,CC(=O)C,-0.1615,2.73
CCNC=O,CCC(=O)C,-0.18399000000000001,3.11
CCNC=O,CCCC(=O)C,-0.20351,3.44
CCNC=O,CO,-0.19582,3.31
CCNC=O,CCO,-0.21238,3.59
CCNC=O,c1ccccc1,-0.17097,2.89
CCNC=O,Cc1ccccc1,-0.19463,3.29
CCNC=O,CC(C)O,-0.2183,3.69
CCNC=O,CCCC=C,-0.0982,1.66
CCNC=O,CCCCC=C,-0.12364000000000001,2.09
CCNC=O,CCCCCCC=C,-0.17215,2.91
CCNC=O,C1CCC=CC1,-0.15263,2.58
CCNC=O,CC(=O)OC=C,-0.16979,2.87
C(Cl)Cl,[He],0.08838,-1.494
C(Cl)Cl,[Ar],0.04147,-0.701
C(Cl)Cl,[HH],0.06774,-1.145
C(Cl)Cl,O=O,0.0391,-0.6609999999999999
C(Cl)Cl,N#N,0.0523,-0.884
C(Cl)Cl,C(=O)=O,-0.02928,0.495
C(Cl)Cl,CCCCC,-0.13264,2.242
C(Cl)Cl,CCCCCC,-0.16239,2.745
C(Cl)Cl,CCCC(C)C,-0.15316,2.589
C(Cl)Cl,CCCCCCC,-0.19321,3.266
C(Cl)Cl,CC(C)CC(C)C,-0.17275,2.92
C(Cl)Cl,CCCCCCCC,-0.21995,3.718
C(Cl)Cl,CC(C)C(C)C(C)C,-0.20546,3.4730000000000003
C(Cl)Cl,CCCCCCCCC,-0.24918,4.212
C(Cl)Cl,C1CCCCC1,-0.17783,3.0060000000000002
C(Cl)Cl,CCC1CCCCC1,-0.22616999999999998,3.823
C(Cl)Cl,C(Cl)Cl,-0.16724,2.827
C(Cl)Cl,CCOCC,-0.16967000000000002,2.8680000000000003
C(Cl)Cl,CCCOCCC,-0.21794000000000002,3.6839999999999997
C(Cl)Cl,C1COCCO1,-0.25273,4.272
C(Cl)Cl,CC(=O)C,-0.20037,3.387
C(Cl)Cl,CCC(=O)C,-0.22846999999999998,3.862
C(Cl)Cl,CC#N,-0.20385999999999999,3.446
C(Cl)Cl,C[N+](=O)[O-],-0.21391999999999997,3.616
C(Cl)Cl,CO,-0.13547,2.29
C(Cl)Cl,CCO,-0.16085,2.719
C(Cl)Cl,c1ccccc1,-0.20806,3.517
C(Cl)Cl,Cc1ccccc1,-0.23788,4.021
C(Cl)Cl,c1ccc(cc1)Cl,-0.25586,4.325
C(Cl)Cl,CCOC(=O)C,-0.2267,3.832
C(Cl)Cl,CC(C)CCC(C)C,-0.20108,3.3989999999999996
C(Cl)Cl,CCOCCO,-0.26284,4.4430000000000005
C(Cl)Cl,CCCCOC,-0.20428,3.4530000000000003
C(Cl)Cl,CCOCOCC,-0.23717,4.0089999999999995
C(Cl)Cl,COCCOC,-0.25237,4.266
C(Cl)Cl,CC(=O)Nc1ccc(cc1)O,-0.55462,9.375
CC(C)COC(=O)C,[HH],0.06454,-1.091
CC(C)COC(=O)C,[C-]#[O+],0.03703,-0.626
CC(C)COC(=O)C,CC(C)COC(=O)C,-0.2306,3.898
CCCC(=O)OCC,CCCC(=O)OCC,-0.23634000000000002,3.995
CC(C)OC(C)C,C(=O)=O,-0.03224,0.545
CC(C)OC(C)C,CCCCCCC,-0.20031,3.386
CC(C)OC(C)C,CCCCCCCC,-0.22735,3.843
CC(C)OC(C)C,C1CCCCC1,-0.1805,3.051
CC(C)OC(C)C,CC(C)OC(C)C,-0.17387,2.9389999999999996
CC(C)OC(C)C,C1COCCO1,-0.19014,3.214
CC(C)OC(C)C,CCC(=O)C,-0.16819,2.843
CC(C)OC(C)C,C[N+](=O)[O-],-0.166,2.806
CC(C)OC(C)C,CO,-0.14151,2.392
CC(C)OC(C)C,CCO,-0.15807000000000002,2.6719999999999997
CC(C)OC(C)C,CCCO,-0.19049000000000002,3.22
CC(C)OC(C)C,CCCCO,-0.22303,3.77
CC(C)OC(C)C,c1ccccc1,-0.18227000000000002,3.0810000000000004
CC(C)OC(C)C,Cc1ccccc1,-0.21101999999999999,3.5669999999999997
CC(C)OC(C)C,CC(C)O,-0.1673,2.8280000000000003
CC(C)OC(C)C,CC(C)CC(C)(C)C,-0.19801,3.347
CC(C)OC(C)C,CCCCCl,-0.18298,3.093
CC(C)OC(C)C,CC(C)(C)Cl,-0.1537,2.5980000000000003
CC(C)OC(C)C,CC(C)C(C)C,-0.16044,2.7119999999999997
CC(C)OC(C)C,CCCCC=C,-0.1676,2.833
CC(C)OC(C)C,C(CCl)Cl,-0.16819,2.843
CC(C)OC(C)C,CC(C)CO,-0.21422,3.6210000000000004
CC(C)OC(C)C,CCC(C)O,-0.19759000000000002,3.34
CC(C)OC(C)C,CC(C)C(=O)C,-0.18623,3.148
CC(C)OC(C)C,CC(C)CCl,-0.17257,2.917
CC(C)OC(C)C,C(C(F)(Cl)Cl)(F)(F)Cl,-0.15127000000000002,2.557
CC(C)OC(C)C,CCC(C)Cl,-0.17115,2.8930000000000002
CC(C)CCO,[Rn],-0.05212000000000001,0.8809999999999999
CC(C)CCO,[HH],0.0763,-1.2898
CC(C)CCO,CCC,-0.05756,0.973
CC(C)CCO,CCCC,-0.08753999999999999,1.4798
CC(C)CCO,CC(C)C,-0.07808999999999999,1.32
CC(C)CCO,CCCCCC,-0.14127,2.388
CC(C)CCO,CCCCCCC,-0.17103,2.891
CC(C)CCO,CCCCCCCC,-0.20114,3.4
CC(C)CCO,CC=C,-0.05697000000000001,0.963
CC(C)CCO,C/C=C/C,-0.09300000000000001,1.5719999999999998
CC(C)CCO,C/C=C\C,-0.09602000000000001,1.6230000000000002
CC(C)CCO,C=CC=C,-0.09045,1.5290000000000001
CC(C)CCO,CCCl,-0.10542,1.7819999999999998
CC(C)CCO,CC(F)F,-0.05655,0.9559
CC(C)CCO,COC,-0.0862,1.4569999999999999
CC(C)CCO,C1COCCO1,-0.19759000000000002,3.34
CC(C)CCO,CCC(=O)C,-0.17807,3.01
CC(C)CCO,C[N+](=O)[O-],-0.1615,2.73
CC(C)CCO,CO,-0.1815,3.068
CC(C)CCO,CCO,-0.20765,3.51
CC(C)CCO,Cc1ccccc1,-0.19523,3.3
CC(C)CCO,c1ccc(cc1)Cl,-0.2222,3.7560000000000002
CC(C)CCO,CCC=C,-0.08649,1.462
CC(C)CCO,CC(=C)C,-0.08649,1.462
CC(C)CCO,CC(C)CCO,-0.28225,4.771
COCCO,[HH],0.07962999999999999,-1.3459999999999999
COCCO,C(=O)=O,-0.02828,0.478
COCCO,CCCCCC,-0.11742999999999999,1.985
COCCO,CCCCCCC,-0.13979,2.363
COCCO,CCCCCCCC,-0.16452,2.781
COCCO,CCCCCCCCC,-0.18404,3.111
COCCO,C1CCCCC1,-0.13802,2.333
COCCO,C(Cl)Cl,-0.16197999999999999,2.738
COCCO,C1CCOC1,-0.1702,2.877
COCCO,C1COCCO1,-0.21445,3.625
COCCO,CC(=O)C,-0.16452,2.781
COCCO,CCC(=O)C,-0.18724000000000002,3.165
COCCO,CCCCOC(=O)C,-0.2251,3.805
COCCO,CC#N,-0.18677,3.157
COCCO,C[N+](=O)[O-],-0.21558000000000002,3.6439999999999997
COCCO,CO,-0.18434,3.116
COCCO,CCO,-0.21001999999999998,3.55
COCCO,c1ccccc1,-0.1786,3.0189999999999997
COCCO,Cc1ccccc1,-0.19913,3.366
COCCO,CCc1ccccc1,-0.21913000000000002,3.7039999999999997
COCCO,c1ccc(cc1)Cl,-0.22682,3.8339999999999996
COCCO,CCCCCCCCCC,-0.20505,3.466
COCCO,CC(C)O,-0.20197,3.4139999999999997
COCCO,Cc1ccc(cc1)C,-0.21971999999999997,3.714
COCCO,c1ccncc1,-0.23556999999999997,3.9819999999999998
COCCO,CC(C)(C)Cl,-0.14352,2.426
COCCO,CC1CCCC1,-0.12985,2.195
COCCO,Cc1ccccc1C,-0.22818000000000002,3.8569999999999998
COCCO,CC1CCCCC1,-0.15062,2.546
COCCO,C1CCC=CC1,-0.15127000000000002,2.557
COCCO,Cc1cccc(c1)C,-0.22132,3.741
COCCO,c1ccc(cc1)F,-0.19125999999999999,3.233
COCCO,c1ccc(cc1)Br,-0.24911999999999998,4.211
COCCO,CCCCCCCCCCC,-0.22391999999999998,3.785
COCCO,C1CCCCCCC1,-0.19712000000000002,3.332
COCCO,C=CCCCCC=C,-0.17742,2.9989999999999997
COCCO,C=CC1CCC=CC1,-0.19203,3.2460000000000004
COCCO,COCCO,-0.25859,4.371
COCCO,Cc1ccc(cc1)C(C)C,-0.24924000000000002,4.213
CCCCCCCC,[He],0.08596000000000001,-1.453
CCCCCCCC,[Ne],0.07484,-1.265
CCCCCCCC,[Ar],0.02585,-0.43700000000000006
CCCCCCCC,[Kr],-0.0014199999999999998,0.024
CCCCCCCC,[Xe],-0.036680000000000004,0.62
CCCCCCCC,[HH],0.058570000000000004,-0.99
CCCCCCCC,O=O,0.03035,-0.513
CCCCCCCC,N#N,0.04194,-0.7090000000000001
CCCCCCCC,[N-]=[N+]=O,-0.02603,0.44
CCCCCCCC,[C-]#[O+],0.034730000000000004,-0.5870000000000001
CCCCCCCC,C(=O)=O,-0.015380000000000001,0.26
CCCCCCCC,O=S=O,-0.0436,0.737
CCCCCCCC,C,0.00686,-0.11599999999999999
CCCCCCCC,CC,-0.041530000000000004,0.7020000000000001
CCCCCCCC,CCC,-0.07572000000000001,1.28
CCCCCCCC,CCCC,-0.10832,1.831
CCCCCCCC,CC(C)C,-0.09957,1.683
CCCCCCCC,CCCCC,-0.13902,2.35
CCCCCCCC,CCCCCC,-0.1692,2.86
CCCCCCCC,CCCC(C)C,-0.16091,2.72
CCCCCCCC,CCCCCCC,-0.19937,3.37
CCCCCCCC,CC(C)CC(C)C,-0.17925,3.03
CCCCCCCC,CCCCCCCC,-0.23131,3.91
CCCCCCCC,CC(C)C(C)C(C)C,-0.21297,3.6
CCCCCCCC,CCCCCCCCC,-0.25971,4.39
CCCCCCCC,C1CCCCC1,-0.18044000000000002,3.05
CCCCCCCC,CCC1CCCCC1,-0.23309000000000002,3.94
CCCCCCCC,C=C,-0.02603,0.44
CCCCCCCC,CC=C,-0.0743,1.256
CCCCCCCC,C(F)(F)(F)F,0.03141,-0.531
CCCCCCCC,C(Cl)Cl,-0.12423,2.1
CCCCCCCC,C(Cl)(Cl)Cl,-0.15263,2.58
CCCCCCCC,C(Cl)(Cl)(Cl)Cl,-0.17275,2.92
CCCCCCCC,CI,-0.12955999999999998,2.19
CCCCCCCC,CCI,-0.15855,2.68
CCCCCCCC,CCOCC,-0.13222,2.235
CCCCCCCC,CC(C)OC(C)C,-0.16635999999999998,2.812
CCCCCCCC,CCCCOCCCC,-0.25084,4.24
CCCCCCCC,CC(C)(C)OC,-0.15216,2.572
CCCCCCCC,C1CCOC1,-0.15855,2.68
CCCCCCCC,CCC=O,-0.11004000000000001,1.86
CCCCCCCC,CCCC=O,-0.14021,2.37
CCCCCCCC,CCCCC=O,-0.17215,2.91
CCCCCCCC,CC(=O)C,-0.10944000000000001,1.85
CCCCCCCC,CCC(=O)C,-0.14021,2.37
CCCCCCCC,CCCC(=O)C,-0.16801,2.84
CCCCCCCC,CCCCC(=O)C,-0.19949,3.372
CCCCCCCC,CCCCCC(=O)C,-0.22765,3.8480000000000003
CCCCCCCC,CC(=O)OC,-0.12489000000000001,2.1109999999999998
CCCCCCCC,CCCOC(=O)C,-0.17428,2.946
CCCCCCCC,CCCCOC(=O)C,-0.21244000000000002,3.591
CCCCCCCC,CCC(=O)OC,-0.15494000000000002,2.6189999999999998
CCCCCCCC,CCCCC(=O)OC,-0.21049,3.5580000000000003
CCCCCCCC,CCCCCC(=O)OC,-0.24048000000000003,4.065
CCCCCCCC,CC#N,-0.09406,1.59
CCCCCCCC,CCC#N,-0.12305,2.08
CCCCCCCC,C[N+](=O)[O-],-0.11359000000000001,1.92
CCCCCCCC,O,-0.029580000000000002,0.5
CCCCCCCC,CO,-0.06271,1.06
CCCCCCCC,CCO,-0.09465,1.6
CCCCCCCC,CCCO,-0.12600999999999998,2.13
CCCCCCCC,CCCCO,-0.15677,2.65
CCCCCCCC,CCCCCO,-0.18505,3.128
CCCCCCCC,CCCCCCO,-0.21658000000000002,3.661
CCCCCCCC,FS(F)(F)(F)(F)F,-0.00952,0.161
CCCCCCCC,c1ccccc1,-0.17156,2.9
CCCCCCCC,CCBr,-0.12955999999999998,2.19
CCCCCCCC,C(=S)=S,-0.14257,2.41
CCCCCCCC,CCOC(=O)C,-0.14731,2.49
CCCCCCCC,CC(C)CC(C)(C)C,-0.19345,3.27
CCCCCCCC,CCC=C,-0.10625,1.796
CCCCCCCC,CC(=C)C,-0.10471,1.77
CCCCCCCC,CCCCCCCCCCO,-0.34135,5.77
CCCCCCCC,[2H][2H],0.05798,-0.98
CCCCCCCC,CCCC=C,-0.13429000000000002,2.27
CCCCCCCC,CC(C)C=C,-0.1266,2.14
CCCCCCCC,CC(=C)C=C,-0.13784000000000002,2.33
CCCCCCCC,C(CCl)Cl,-0.16032000000000002,2.71
CCCCCCCC,CCCCl,-0.13962,2.36
CCCCCCCC,CC(C)CO,-0.14447000000000002,2.4419999999999997
CCCCCCCC,CCC(C)O,-0.14127,2.388
CCCCCCCC,CC(C)CCO,-0.17275,2.92
CCCCCCCC,CC(C)CCC(C)C,-0.20942,3.54
CCCCCCCC,CCCCCOC(=O)C,-0.23498000000000002,3.972
CCCCCCCC,CCC(=O)OCC,-0.17807,3.01
CCCCCCCC,CCCC(=O)OCC,-0.20351,3.44
CCCCCCCC,CCCCN,-0.14937999999999999,2.525
CCCCCCCC,CC[N+](=O)[O-],-0.14612,2.47
CCCCCCCC,CCC[N+](=O)[O-],-0.17127,2.895
CCCCCCCC,CCC(C)(C)O,-0.17285999999999999,2.9219999999999997
CCCCCCCC,CC(C)CC(C)O,-0.20060999999999998,3.391
CCCCCCCC,c1ccc(cc1)N,-0.20984,3.5469999999999997
CCCCCCCC,CC(=O)C(C)(C)C,-0.18257,3.0860000000000003
CCCCCCCC,CCN,-0.08897999999999999,1.504
CCCCCCCC,CCCN,-0.13003,2.198
CCCCCCCC,Cc1ccccc1N,-0.27509,4.65
CCCCCCCC,Cc1ccc(cc1)N,-0.27271999999999996,4.61
CCCCCCCC,C(F)(F)(Cl)Cl,-0.07632,1.29
CCCCCCCC,C(F)(F)(F)Cl,-0.02307,0.39
CCCCCCCC,Cc1cccc(c1)O,-0.25101,4.243
CCCCCCCC,Cc1ccc(cc1)O,-0.24433000000000002,4.13
CCCCCCCC,CCCCC(C)CC,-0.19345,3.27
CCCCCCCC,CCCCCC=O,-0.20647,3.49
CCCCCCCC,CC(C)CC(=O)C,-0.18813,3.18
CCCCCCCC,CCCC(C)CO,-0.21209,3.585
CCCCCCCC,CCC(C)CCO,-0.20889000000000002,3.531
CCCCCCCC,CCCC(C)(C)O,-0.19901,3.364
CCCCCCCC,CCC(C)C(C)O,-0.21131999999999998,3.572
CCCCCCCC,CC(C)CCCO,-0.20984,3.5469999999999997
CCCCCCCC,CCC(C(C)C)O,-0.20463,3.4589999999999996
CCCCCCCC,CC(C)C(C)(C)O,-0.1996,3.3739999999999997
CCCCCCCC,CC(C)(C)CCO,-0.21036999999999997,3.556
CCCCCCCC,CCCC(C)(CC)O,-0.23415,3.958
CCCCCCCC,CCCC(C(C)C)O,-0.23143000000000002,3.912
CCCCCCCC,CCCC(C)C(C)O,-0.23019,3.891
CCCCCCCC,CCCCC(C)(C)O,-0.22954000000000002,3.88
CCCCCCCC,CC(C)CCC(C)O,-0.23096,3.904
CCCCCCCC,CCC(CC)(CC)O,-0.23498000000000002,3.972
CCCCCCCC,CC(CC(C)(C)C)O,-0.23474,3.968
CCCCCCCC,CCC(C)(C(C)C)O,-0.23421,3.9589999999999996
CCCCCCCC,CCC(C(C)(C)C)O,-0.21398000000000003,3.617
CCCCCCCC,c1cc(oc1)C=O,-0.18517,3.13
CCCCCCCC,Cc1ccc(o1)C=O,-0.21486999999999998,3.6319999999999997
CCOC(C)(C)C,CCOC(C)(C)C,-0.17908,3.0269999999999997
C[N+](=O)[O-],CCCCC,-0.07868,1.33
C[N+](=O)[O-],CCCCCC,-0.09797,1.656
C[N+](=O)[O-],CCCC(C)C,-0.09306,1.5730000000000002
C[N+](=O)[O-],CCCCCCC,-0.11684000000000001,1.975
C[N+](=O)[O-],CC(C)CC(C)C,-0.10382000000000001,1.755
C[N+](=O)[O-],CCCCCCCC,-0.13565,2.293
C[N+](=O)[O-],CC(C)C(C)C(C)C,-0.13055999999999998,2.207
C[N+](=O)[O-],CCCCCCCCC,-0.15535,2.6260000000000003
C[N+](=O)[O-],C1CCCCC1,-0.11737,1.984
C[N+](=O)[O-],CCC1CCCCC1,-0.14985,2.533
C[N+](=O)[O-],CCC(=O)C,-0.20664000000000002,3.4930000000000003
C[N+](=O)[O-],CCO,-0.16831,2.845
C[N+](=O)[O-],Cc1ccccc1,-0.19949,3.372
C[N+](=O)[O-],CC(C)CCC(C)C,-0.12252,2.0709999999999997
Cc1ccc(cc1)C,[He],0.09902999999999999,-1.6740000000000002
Cc1ccc(cc1)C,[Ne],0.08997999999999999,-1.521
Cc1ccc(cc1)C,[Ar],0.03597,-0.608
Cc1ccc(cc1)C,[Kr],0.007390000000000001,-0.125
Cc1ccc(cc1)C,O=O,0.03603,-0.609
Cc1ccc(cc1)C,C(=O)=O,-0.01964,0.332
Cc1ccc(cc1)C,C,0.014430000000000002,-0.244
Cc1ccc(cc1)C,CCC,-0.0678,1.146
Cc1ccc(cc1)C,CCCC,-0.1011,1.709
Cc1ccc(cc1)C,CC(C)C,-0.08927,1.5090000000000001
Cc1ccc(cc1)C,CCCCC,-0.13624,2.303
Cc1ccc(cc1)C,CCCCCC,-0.16671,2.818
Cc1ccc(cc1)C,CCCC(C)C,-0.15683,2.6510000000000002
Cc1ccc(cc1)C,CCCCCCC,-0.19735999999999998,3.3360000000000003
Cc1ccc(cc1)C,CC(C)CC(C)C,-0.17523,2.9619999999999997
Cc1ccc(cc1)C,CCCCCCCC,-0.22710999999999998,3.839
Cc1ccc(cc1)C,CC(C)C(C)C(C)C,-0.20948000000000003,3.5410000000000004
Cc1ccc(cc1)C,CCCCCCCCC,-0.2561,4.329
Cc1ccc(cc1)C,C1CCCCC1,-0.18115,3.062
Cc1ccc(cc1)C,CCC1CCCCC1,-0.23078,3.9010000000000002
Cc1ccc(cc1)C,CC=C,-0.06867999999999999,1.161
Cc1ccc(cc1)C,C/C=C/C,-0.10772999999999999,1.821
Cc1ccc(cc1)C,C/C=C\C,-0.11062999999999999,1.87
Cc1ccc(cc1)C,C=CC=C,-0.10643,1.7990000000000002
Cc1ccc(cc1)C,C#C,-0.0349,0.59
Cc1ccc(cc1)C,C(F)(F)(F)F,0.04816,-0.8140000000000001
Cc1ccc(cc1)C,CCCl,-0.12293,2.0780000000000003
Cc1ccc(cc1)C,C(Cl)Cl,-0.15392999999999998,2.602
Cc1ccc(cc1)C,C(Cl)(Cl)(Cl)Cl,-0.18872,3.19
Cc1ccc(cc1)C,CI,-0.1505,2.544
Cc1ccc(cc1)C,CCI,-0.17949,3.034
Cc1ccc(cc1)C,CC(F)F,-0.07046000000000001,1.1909999999999998
Cc1ccc(cc1)C,COC,-0.08803,1.4880000000000002
Cc1ccc(cc1)C,C1COCCO1,-0.20688,3.497
Cc1ccc(cc1)C,CC(=O)C,-0.14701,2.485
Cc1ccc(cc1)C,CCC(=O)C,-0.18316,3.096
Cc1ccc(cc1)C,CC#N,-0.1492,2.522
Cc1ccc(cc1)C,CCN(CC)CC,-0.19605,3.3139999999999996
Cc1ccc(cc1)C,C[N+](=O)[O-],-0.17748,3.0
Cc1ccc(cc1)C,CCO,-0.13157,2.224
Cc1ccc(cc1)C,CCCO,-0.16186,2.736
Cc1ccc(cc1)C,CCCCO,-0.19458,3.2889999999999997
Cc1ccc(cc1)C,FS(F)(F)(F)(F)F,0.00834,-0.141
Cc1ccc(cc1)C,c1ccccc1,-0.18930999999999998,3.2
Cc1ccc(cc1)C,Cc1ccccc1,-0.22096,3.735
Cc1ccc(cc1)C,c1ccc(cc1)Cl,-0.2396,4.05
Cc1ccc(cc1)C,CCCCCCCCCC,-0.2897,4.897
Cc1ccc(cc1)C,CCBr,-0.14802,2.502
Cc1ccc(cc1)C,CC(C)O,-0.14707,2.4859999999999998
Cc1ccc(cc1)C,C(=S)=S,-0.15381,2.6
Cc1ccc(cc1)C,Cc1ccc(cc1)C,-0.25042,4.2330000000000005
Cc1ccc(cc1)C,CCOC(=O)C,-0.18239,3.083
Cc1ccc(cc1)C,CCC=C,-0.10116,1.71
Cc1ccc(cc1)C,CC(=C)C,-0.10057,1.7
Cc1ccc(cc1)C,CC(C)(C)Cl,-0.15535,2.6260000000000003
Cc1ccc(cc1)C,CCCC=C,-0.13476,2.278
Cc1ccc(cc1)C,CC(C)C=C,-0.14376,2.43
Cc1ccc(cc1)C,C(CCl)Cl,-0.19132000000000002,3.234
Cc1ccc(cc1)C,CCCCl,-0.15535,2.6260000000000003
Cc1ccc(cc1)C,CC(C)CO,-0.18428,3.115
Cc1ccc(cc1)C,CCC(C)O,-0.18363,3.1039999999999996
Cc1ccc(cc1)C,CC(C)(C)O,-0.14589000000000002,2.4659999999999997
Cc1ccc(cc1)C,CC(C)CCO,-0.21368,3.612
Cc1ccc(cc1)C,C(CCl)O,-0.20681999999999998,3.4960000000000004
Cc1ccc(cc1)C,CC(C)CCC(C)C,-0.2054,3.472
Cc1ccc(cc1)C,ClCl,-0.09081,1.535
Cc1ccc(cc1)C,C=CC#C,-0.13305,2.249
Cc1ccc(cc1)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,-0.83811,14.167
Cc1ccccc1C,[He],0.10205,-1.725
Cc1ccccc1C,[Ne],0.09253,-1.564
Cc1ccccc1C,[Ar],0.03905,-0.66
