deltaG,solute,solvent
-4.53494565,c1ccc(cc1)F,c1ccc(cc1)C#N
-8.00009151,c1ccc(cc1)CO,c1ccc(cc1)C#N
-6.8214438,c1ccc(c(c1)Cl)Cl,c1ccc(cc1)C#N
-6.98240958,c1ccc(cc1)I,c1ccc(cc1)C#N
-3.25644381,C/C=C/C=C,c1ccc(cc1)C#N
-3.3124820400000003,CCCC#C,c1ccc(cc1)C#N
-11.41888476,c1ccc2cc3ccccc3cc2c1,c1ccc(cc1)C#N
-13.097033730000001,c1cc2ccc3cccc4c3c2c(c1)cc4,c1ccc(cc1)C#N
-2.65086195,CCCCC,CCOC(=O)c1ccccc1
-3.3110983800000002,CCCCCC,CCOC(=O)c1ccccc1
-3.9918591,CCCCCCC,CCOC(=O)c1ccccc1
-4.639873199999999,CCCCCCCC,CCOC(=O)c1ccccc1
-3.1637385900000004,C1CCCC1,CCOC(=O)c1ccccc1
-3.7531777500000003,C1CCCCC1,CCOC(=O)c1ccccc1
-3.1051636499999997,CCOCC,CCOC(=O)c1ccccc1
-3.69298854,CC(C)OC(C)C,CCOC(=O)c1ccccc1
-3.85141761,CCOC(C)(C)C,CCOC(=O)c1ccccc1
-4.233307770000001,CCC(C)(C)OC,CCOC(=O)c1ccccc1
-3.53202276,CC(C)(C)OC,CCOC(=O)c1ccccc1
-4.30295199,c1ccccc1,CCOC(=O)c1ccccc1
-4.9604211000000005,Cc1ccccc1,CCOC(=O)c1ccccc1
-5.5553949000000005,CCc1ccccc1,CCOC(=O)c1ccccc1
-5.63864511,Cc1ccc(cc1)C,CCOC(=O)c1ccccc1
-2.73134484,CCCC=C,CCOC(=O)c1ccccc1
-3.87724593,CCCCC=C,CCOC(=O)c1ccccc1
-3.55669803,CC1CCCC1,CCOC(=O)c1ccccc1
-5.8159842,Cc1ccccc1C,CCOC(=O)c1ccccc1
-4.15835952,CC1CCCCC1,CCOC(=O)c1ccccc1
-4.75171905,CCCCCCC=C,CCOC(=O)c1ccccc1
-4.03959537,C1CCC=CC1,CCOC(=O)c1ccccc1
-5.68084674,Cc1cccc(c1)C,CCOC(=O)c1ccccc1
1.32324018,[Ar],C/N=C/O
1.11868911,O=O,C/N=C/O
-1.8008334899999998,CCCCC,C/N=C/O
-2.33285076,CCCCCC,C/N=C/O
-2.23737822,CCCC(C)C,C/N=C/O
-2.82405006,CCCCCCC,C/N=C/O
-2.48297787,CC(C)CC(C)C,C/N=C/O
-3.31524936,CCCCCCCC,C/N=C/O
-3.21977682,CC(C)C(C)C(C)C,C/N=C/O
-3.82005465,CCCCCCCCC,C/N=C/O
-2.90591661,C1CCCCC1,C/N=C/O
-3.7243515,CCC1CCCCC1,C/N=C/O
-0.20455107000000003,C=C,C/N=C/O
-2.6603169600000003,CCOCC,C/N=C/O
-3.0424377299999996,CC(C)OC(C)C,C/N=C/O
-3.20594022,CCOC(C)(C)C,C/N=C/O
-3.61527297,CCC(C)(C)OC,C/N=C/O
-3.0832557000000005,CC(C)(C)OC,C/N=C/O
-4.8568772099999995,C1COCCO1,C/N=C/O
-3.82005465,CC(=O)C,C/N=C/O
-4.27020537,CCC(=O)C,C/N=C/O
-4.6931441099999995,CCCC(=O)C,C/N=C/O
-5.27981595,O,C/N=C/O
-4.543017,CO,C/N=C/O
-4.8568772099999995,CCO,C/N=C/O
1.02321657,FS(F)(F)(F)(F)F,C/N=C/O
-3.83366064,c1ccccc1,C/N=C/O
-4.33846593,Cc1ccccc1,C/N=C/O
-4.8158286299999995,CCc1ccccc1,C/N=C/O
-4.80222264,Cc1ccc(cc1)C,C/N=C/O
-1.9781725799999998,CCCC=C,C/N=C/O
-1.7461789200000002,CC(C)C=C,C/N=C/O
-2.55123843,CCCCC=C,C/N=C/O
-2.4421599,CC(=C)C=C,C/N=C/O
-2.67392295,CC1CCCC1,C/N=C/O
-5.0206103099999995,Cc1ccccc1C,C/N=C/O
-3.1787282400000003,CC1CCCCC1,C/N=C/O
-2.9605711799999996,CC(C)CCC(C)C,C/N=C/O
-1.56883983,CCC(C)C,C/N=C/O
-2.16911766,CC=C(C)C,C/N=C/O
-3.6016669800000005,CCCCCCC=C,C/N=C/O
-3.2605947900000003,C1CCC=CC1,C/N=C/O
-4.8158286299999995,Cc1cccc(c1)C,C/N=C/O
-2.67392295,C/C=C\C=C,C/N=C/O
-2.5920564,C/C=C/C=C,C/N=C/O
-8.240156520000001,C/N=C/O,C/N=C/O
0.19094508,CCC,C(=O)N
-0.12268452,CCCC,C(=O)N
-0.43654473,CCCCC,C(=O)N
-0.53201727,CCCCCC,C(=O)N
-0.90053205,CCCCCCC,C(=O)N
-1.2688162200000002,CCCCCCCC,C(=O)N
-1.66431237,CCCCCCCCC,C(=O)N
-1.35068277,C1CCCCC1,C(=O)N
-1.81443948,CCC1CCCCC1,C(=O)N
-2.67392295,C(Cl)Cl,C(=O)N
-2.90591661,C(Cl)(Cl)Cl,C(=O)N
-2.16911766,C(Cl)(Cl)(Cl)Cl,C(=O)N
-2.03282715,CCOCC,C(=O)N
-3.66992754,C1CCOC1,C(=O)N
-3.2605947900000003,CCC=O,C(=O)N
-3.5198004299999996,CCCC=O,C(=O)N
-3.76540008,CCCCC=O,C(=O)N
-3.7243515,CC(=O)C,C(=O)N
-3.9563451599999997,CCC(=O)C,C(=O)N
-4.1200782600000005,CCCC(=O)C,C(=O)N
-4.46115045,CCCCC(=O)C,C(=O)N
-4.74756807,CCCCCC(=O)C,C(=O)N
-3.2742007799999997,CC(=O)OC,C(=O)N
-3.7243515,CCCOC(=O)C,C(=O)N
-4.06542369,CCCCOC(=O)C,C(=O)N
-4.3656779100000005,CC#N,C(=O)N
-4.74756807,C[N+](=O)[O-],C(=O)N
-5.6753121,O,C(=O)N
-4.50219903,CO,C(=O)N
-4.84327122,CCCO,C(=O)N
-5.225161380000001,CCCCO,C(=O)N
-5.64810012,CCCCCO,C(=O)N
-6.043826880000001,CCCCCCO,C(=O)N
-6.38489907,CCCCCCCO,C(=O)N
-6.4939776,CCCCCCCCO,C(=O)N
-7.21693995,CCCCCCCCCO,C(=O)N
-2.68752894,c1ccccc1,C(=O)N
-3.0013891499999996,Cc1ccccc1,C(=O)N
-3.2605947900000003,CCc1ccccc1,C(=O)N
-3.49258845,CCCc1ccccc1,C(=O)N
-3.3835099200000003,CC(C)c1ccccc1,C(=O)N
-3.574455,c1ccc(cc1)Cl,C(=O)N
-3.2742007799999997,Cc1ccc(cc1)C,C(=O)N
-3.5608490099999996,CCOC(=O)C,C(=O)N
-0.91413804,CCCCC=C,C(=O)N
-1.24137363,CCCCCC=C,C(=O)N
-3.5470124100000002,Cc1ccccc1C,C(=O)N
-1.41894333,CC1CCCCC1,C(=O)N
-1.58244582,CCCCCCC=C,C(=O)N
-1.86909405,C1CCC=CC1,C(=O)N
-3.0832557000000005,COC=O,C(=O)N
-4.3248599400000005,CCCCCOC(=O)C,C(=O)N
-4.59767157,CCCCCCOC(=O)C,C(=O)N
-3.28780677,Cc1cccc(c1)C,C(=O)N
-1.06403454,CCC/C=C\C,C(=O)N
-1.2960282,CC(=C)CC(C)(C)C,C(=O)N
-2.79683808,c1ccc(cc1)F,C(=O)N
-4.1200782600000005,c1ccc(cc1)Br,C(=O)N
-5.47076103,c1ccc2ccccc2c1,C(=O)N
-4.543017,c1ccc(c(c1)Cl)Cl,C(=O)N
-5.06142828,CCCCCCC(=O)C,C(=O)N
-4.02460572,CCCCCC=O,C(=O)N
-4.18833882,CC(C)CC(=O)C,C(=O)N
-5.42971245,CCCCCCCC(=O)C,C(=O)N
-4.31102334,CCCCCCCC=O,C(=O)N
-4.3656779100000005,CCCCCCCCC=O,C(=O)N
-4.84327122,CCCCCCCOC(=O)C,C(=O)N
-1.9099120200000002,CCCC1CCCCC1,C(=O)N
-4.51580502,CC(C)CCC(=O)C,C(=O)N
-4.76140467,CC(C)CCCC(=O)C,C(=O)N
-5.08864026,CC(C)CCCCC(=O)C,C(=O)N
-9.95912346,C(=O)N,C(=O)N
-1.3370767799999999,CCC,CCCC(C)O
-2.03282715,CCCC,CCCC(C)O
-1.8008334899999998,CC(C)C,CCCC(C)O
-3.99047544,CCCCCCC,CCCC(C)O
-1.30963419,CC=C,CCCC(C)O
-2.15551167,C/C=C/C,CCCC(C)O
-2.2237722300000002,C/C=C\C,CCCC(C)O
-2.07364512,C=CC=C,CCCC(C)O
-2.36029335,CCCl,CCCC(C)O
-1.21416165,CC(F)F,CCCC(C)O
-2.04643314,COC,CCCC(C)O
-4.3248599400000005,CO,CCCC(C)O
-5.34254187,CCCO,CCCC(C)O
-4.85134257,CC(C)O,CCCC(C)O
-2.00538456,CCC=C,CCCC(C)O
-2.00538456,CC(=C)C,CCCC(C)O
-3.53340642,CCCOC,CCCOC
-3.91691085,CCCCCC,CCC(C)(C)OC
-5.28235266,CCCCCCCC,CCC(C)(C)OC
-4.30295199,C1CCCCC1,CCC(C)(C)OC
-4.45838313,CCC(C)(C)OC,CCC(C)(C)OC
-3.3166330200000003,CO,CCC(C)(C)OC
-6.7667892300000005,CCCCCCCCCC,CCC(C)(C)OC
-3.49120479,CCC(C)(C)C,CCC(C)(C)OC
-4.1924898,CC(C)(C)O,CCC(C)(C)OC
-2.1146937,CCCCC,CCNC=O
-2.68752894,CCCCCC,CCNC=O
-3.2469888,CCCCCCC,CCNC=O
-3.7926120599999997,CCCCCCCC,CCNC=O
-3.21977682,C1CCCCC1,CCNC=O
-3.6971395200000003,C(Cl)Cl,CCNC=O
-4.40649588,C(Cl)(Cl)Cl,CCNC=O
-2.7832320900000003,CCOCC,CCNC=O
-3.23338281,CC(C)OC(C)C,CCNC=O
-3.3835099200000003,CCOC(C)(C)C,CCNC=O
-3.7926120599999997,CCC(C)(C)OC,CCNC=O
-3.20594022,CC(C)(C)OC,CCNC=O
-3.92913318,C1CCOC1,CCNC=O
-3.7243515,CC(=O)C,CCNC=O
-4.24299339,CCC(=O)C,CCNC=O
-4.6931441099999995,CCCC(=O)C,CCNC=O
-4.51580502,CO,CCNC=O
-4.89769518,CCO,CCNC=O
-3.9427391700000003,c1ccccc1,CCNC=O
-4.48836243,Cc1ccccc1,CCNC=O
-5.0342163,CC(C)O,CCNC=O
-2.2645901999999998,CCCC=C,CCNC=O
-2.85126204,CCCCC=C,CCNC=O
-3.96995115,CCCCCCC=C,CCNC=O
-3.5198004299999996,C1CCC=CC1,CCNC=O
-3.9155271899999997,CC(=O)OC=C,CCNC=O
2.03813118,[He],C(Cl)Cl
0.95633967,[Ar],C(Cl)Cl
1.5621521399999998,[HH],C(Cl)Cl
0.9016851,O=O,C(Cl)Cl
1.2060903,N#N,C(Cl)Cl
-0.6752260800000001,C(=O)=O,C(Cl)Cl
-3.05881104,CCCCC,C(Cl)Cl
-3.74487579,CCCCCC,C(Cl)Cl
-3.53202276,CCCC(C)C,C(Cl)Cl
-4.455615809999999,CCCCCCC,C(Cl)Cl
-3.98378775,CC(C)CC(C)C,C(Cl)Cl
-5.07226695,CCCCCCCC,C(Cl)Cl
-4.73811306,CC(C)C(C)C(C)C,C(Cl)Cl
-5.74633998,CCCCCCCCC,C(Cl)Cl
-4.10093763,C1CCCCC1,C(Cl)Cl
-5.21570637,CCC1CCCCC1,C(Cl)Cl
-3.85672164,C(Cl)Cl,C(Cl)Cl
-3.9127598700000004,CCOCC,C(Cl)Cl
-5.02591434,CCCOCCC,C(Cl)Cl
-5.82820653,C1COCCO1,C(Cl)Cl
-4.6207325699999995,CC(=O)C,C(Cl)Cl
-5.2687466700000005,CCC(=O)C,C(Cl)Cl
-4.70121546,CC#N,C(Cl)Cl
-4.93320912,C[N+](=O)[O-],C(Cl)Cl
-3.12407367,CO,C(Cl)Cl
-3.7093618499999996,CCO,C(Cl)Cl
-4.79807166,c1ccccc1,C(Cl)Cl
-5.48575068,Cc1ccccc1,C(Cl)Cl
-5.900387459999999,c1ccc(cc1)Cl,C(Cl)Cl
-5.2279287000000005,CCOC(=O)C,C(Cl)Cl
-4.63710588,CC(C)CCC(C)C,C(Cl)Cl
-6.061353240000001,CCOCCO,C(Cl)Cl
-4.71090108,CCCCOC,C(Cl)Cl
-5.46937737,CCOCOCC,C(Cl)Cl
-5.819904569999999,COCCOC,C(Cl)Cl
-12.79009182,CC(=O)Nc1ccc(cc1)O,C(Cl)Cl
1.48835694,[HH],CC(C)COC(=O)C
0.85394883,[C-]#[O+],CC(C)COC(=O)C
-5.3178666,CC(C)COC(=O)C,CC(C)COC(=O)C
-5.45023674,CCCC(=O)OCC,CCCC(=O)OCC
-0.74348664,C(=O)=O,CC(C)OC(C)C
-4.619348909999999,CCCCCCC,CC(C)OC(C)C
-5.24291835,CCCCCCCC,CC(C)OC(C)C
-4.1625105,C1CCCCC1,CC(C)OC(C)C
-4.00961607,CC(C)OC(C)C,CC(C)OC(C)C
-4.38481854,C1COCCO1,CC(C)OC(C)C
-3.87862959,CCC(=O)C,CC(C)OC(C)C
-3.828126,C[N+](=O)[O-],CC(C)OC(C)C
-3.26336211,CO,CC(C)OC(C)C
-3.6452522700000003,CCO,CC(C)OC(C)C
-4.39288989,CCCO,CC(C)OC(C)C
-5.14329483,CCCCO,CC(C)OC(C)C
-4.20332847,c1ccccc1,CC(C)OC(C)C
-4.86633222,Cc1ccccc1,CC(C)OC(C)C
-3.8581053,CC(C)O,CC(C)OC(C)C
-4.56630861,CC(C)CC(C)(C)C,CC(C)OC(C)C
-4.21970178,CCCCCl,CC(C)OC(C)C
-3.5444757,CC(C)(C)Cl,CC(C)OC(C)C
-3.69990684,CC(C)C(C)C,CC(C)OC(C)C
-3.8650236,CCCCC=C,CC(C)OC(C)C
-3.87862959,C(CCl)Cl,CC(C)OC(C)C
-4.94012742,CC(C)CO,CC(C)OC(C)C
-4.55662299,CCC(C)O,CC(C)OC(C)C
-4.294650030000001,CC(C)C(=O)C,CC(C)OC(C)C
-3.97963677,CC(C)CCl,CC(C)OC(C)C
-3.4884374700000005,C(C(F)(Cl)Cl)(F)(F)Cl,CC(C)OC(C)C
-3.9468901499999998,CCC(C)Cl,CC(C)OC(C)C
-1.2019393200000004,[Rn],CC(C)CCO
1.7595543000000002,[HH],CC(C)CCO
-1.32739116,CCC,CC(C)CCO
-2.01875994,CCCC,CC(C)CCO
-1.8008334899999998,CC(C)C,CC(C)CCO
-3.25782747,CCCCCC,CC(C)CCO
-3.9441228299999995,CCCCCCC,CC(C)CCO
-4.63848954,CCCCCCCC,CC(C)CCO
-1.3137851700000003,CC=C,CC(C)CCO
-2.144673,C/C=C/C,CC(C)CCO
-2.21431722,C/C=C\C,CC(C)CCO
-2.08586745,C=CC=C,CC(C)CCO
-2.43109062,CCCl,CC(C)CCO
-1.30409955,CC(F)F,CC(C)CCO
-1.9878582,COC,CC(C)CCO
-4.55662299,C1COCCO1,CC(C)CCO
-4.10647227,CCC(=O)C,CC(C)CCO
-3.7243515,C[N+](=O)[O-],CC(C)CCO
-4.1855715,CO,CC(C)CCO
-4.78861665,CCO,CC(C)CCO
-4.50219903,Cc1ccccc1,CC(C)CCO
-5.1241542,c1ccc(cc1)Cl,CC(C)CCO
-1.99454589,CCC=C,CC(C)CCO
-1.99454589,CC(=C)C,CC(C)CCO
-6.50896725,CC(C)CCO,CC(C)CCO
1.8363474299999998,[HH],COCCO
-0.65216508,C(=O)=O,COCCO
-2.70805323,CCCCCC,COCCO
-3.2236971899999998,CCCCCCC,COCCO
-3.79399572,CCCCCCCC,COCCO
-4.244146440000001,CCCCCCCCC,COCCO
-3.1828792200000002,C1CCCCC1,COCCO
-3.73542078,C(Cl)Cl,COCCO
-3.9249821999999996,C1CCOC1,COCCO
-4.94543145,C1COCCO1,COCCO
-3.79399572,CC(=O)C,COCCO
-4.31794164,CCC(=O)C,COCCO
-5.1910311,CCCCOC(=O)C,COCCO
-4.30710297,CC#N,COCCO
-4.97149038,C[N+](=O)[O-],COCCO
-4.25106474,CO,COCCO
-4.84327122,CCO,COCCO
-4.1186946,c1ccccc1,COCCO
-4.59213693,Cc1ccccc1,COCCO
-5.05335693,CCc1ccccc1,COCCO
-5.23069602,c1ccc(cc1)Cl,COCCO
-4.72865805,CCCCCCCCCC,COCCO
-4.65763017,CC(C)O,COCCO
-5.06696292,Cc1ccc(cc1)C,COCCO
-5.43247977,c1ccncc1,COCCO
-3.30971472,CC(C)(C)Cl,COCCO
-2.99447085,CC1CCCC1,COCCO
-5.26205898,Cc1ccccc1C,COCCO
-3.47344782,CC1CCCCC1,COCCO
-3.4884374700000005,C1CCC=CC1,COCCO
-5.10386052,Cc1cccc(c1)C,COCCO
-4.41064686,c1ccc(cc1)F,COCCO
-5.74495632,c1ccc(cc1)Br,COCCO
-5.16381912,CCCCCCCCCCC,COCCO
-4.54578432,C1CCCCCCC1,COCCO
-4.09148262,C=CCCCCC=C,COCCO
-4.42840383,C=CC1CCC=CC1,COCCO
-5.963343989999999,COCCO,COCCO
-5.747723639999999,Cc1ccc(cc1)C(C)C,COCCO
1.9823235600000002,[He],CCCCCCCC
1.72588524,[Ne],CCCCCCCC
0.59612685,[Ar],CCCCCCCC
-0.03274662,[Kr],CCCCCCCC
-0.84587748,[Xe],CCCCCCCC
1.35068277,[HH],CCCCCCCC
0.69990135,O=O,CCCCCCCC
0.9671783399999999,N#N,CCCCCCCC
-0.60027783,[N-]=[N+]=O,CCCCCCCC
0.8009085300000001,[C-]#[O+],CCCCCCCC
-0.35467818,C(=O)=O,CCCCCCCC
-1.0054596,O=S=O,CCCCCCCC
0.15819845999999999,C,CCCCCCCC
-0.95772333,CC,CCCCCCCC
-1.7461789200000002,CCC,CCCCCCCC
-2.49796752,CCCC,CCCCCCCC
-2.2961837700000003,CC(C)C,CCCCCCCC
-3.20594022,CCCCC,CCCCCCCC
-3.9019212,CCCCCC,CCCCCCCC
-3.7107455099999997,CCCC(C)C,CCCCCCCC
-4.59767157,CCCCCCC,CCCCCCCC
-4.13368425,CC(C)CC(C)C,CCCCCCCC
-5.33423991,CCCCCCCC,CCCCCCCC
-4.91130117,CC(C)C(C)C(C)C,CCCCCCCC
-5.98917231,CCCCCCCCC,CCCCCCCC
-4.16112684,C1CCCCC1,CCCCCCCC
-5.37528849,CCC1CCCCC1,CCCCCCCC
-0.60027783,C=C,CCCCCCCC
-1.7134323,CC=C,CCCCCCCC
0.72434601,C(F)(F)(F)F,CCCCCCCC
-2.86486803,C(Cl)Cl,CCCCCCCC
-3.5198004299999996,C(Cl)(Cl)Cl,CCCCCCCC
-3.98378775,C(Cl)(Cl)(Cl)Cl,CCCCCCCC
-2.9877831599999993,CI,CCCCCCCC
-3.65632155,CCI,CCCCCCCC
-3.04912542,CCOCC,CCCCCCCC
-3.8364279599999995,CC(C)OC(C)C,CCCCCCCC
-5.78462124,CCCCOCCCC,CCCCCCCC
-3.5089617599999996,CC(C)(C)OC,CCCCCCCC
-3.65632155,C1CCOC1,CCCCCCCC
-2.53763244,CCC=O,CCCCCCCC
-3.23338281,CCCC=O,CCCCCCCC
-3.96995115,CCCCC=O,CCCCCCCC
-2.52379584,CC(=O)C,CCCCCCCC
-3.23338281,CCC(=O)C,CCCCCCCC
-3.8744786099999997,CCCC(=O)C,CCCCCCCC
-4.60043889,CCCCC(=O)C,CCCCCCCC
-5.24983665,CCCCCC(=O)C,CCCCCCCC
-2.88008829,CC(=O)OC,CCCCCCCC
-4.01907108,CCCOC(=O)C,CCCCCCCC
-4.89907884,CCCCOC(=O)C,CCCCCCCC
-3.5730713400000007,CCC(=O)OC,CCCCCCCC
-4.85410989,CCCCC(=O)OC,CCCCCCCC
-5.545709280000001,CCCCCC(=O)OC,CCCCCCCC
-2.16911766,CC#N,CCCCCCCC
-2.83765605,CCC#N,CCCCCCCC
-2.61949899,C[N+](=O)[O-],CCCCCCCC
-0.68214438,O,CCCCCCCC
-1.44615531,CO,CCCCCCCC
-2.18272365,CCO,CCCCCCCC
-2.90591661,CCCO,CCCCCCCC
-3.61527297,CCCCO,CCCCCCCC
-4.26743805,CCCCCO,CCCCCCCC
-4.99455138,CCCCCCO,CCCCCCCC
-0.21954072000000002,FS(F)(F)(F)(F)F,CCCCCCCC
-3.9563451599999997,c1ccccc1,CCCCCCCC
-2.9877831599999993,CCBr,CCCCCCCC
-3.28780677,C(=S)=S,CCCCCCCC
-3.39711591,CCOC(=O)C,CCCCCCCC
-4.46115045,CC(C)CC(C)(C)C,CCCCCCCC
-2.45023125,CCC=C,CCCCCCCC
-2.41471731,CC(=C)C,CCCCCCCC
-7.871872349999999,CCCCCCCCCCO,CCCCCCCC
1.3370767799999999,[2H][2H],CCCCCCCC
-3.0968616900000003,CCCC=C,CCCCCCCC
-2.9195225999999996,CC(C)C=C,CCCCCCCC
-3.1787282400000003,CC(=C)C=C,CCCCCCCC
-3.6971395200000003,C(CCl)Cl,CCCCCCCC
-3.21977682,CCCCl,CCCCCCCC
-3.3316226700000002,CC(C)CO,CCCCCCCC
-3.25782747,CCC(C)O,CCCCCCCC
-3.98378775,CC(C)CCO,CCCCCCCC
-4.82943462,CC(C)CCC(C)C,CCCCCCCC
-5.41887378,CCCCCOC(=O)C,CCCCCCCC
-4.10647227,CCC(=O)OCC,CCCCCCCC
-4.6931441099999995,CCCC(=O)OCC,CCCCCCCC
-3.4448521800000003,CCCCN,CCCCCCCC
-3.36967332,CC[N+](=O)[O-],CCCCCCCC
-3.94965747,CCC[N+](=O)[O-],CCCCCCCC
-3.9863244600000005,CCC(C)(C)O,CCCCCCCC
-4.62626721,CC(C)CC(C)O,CCCCCCCC
-4.83912024,c1ccc(cc1)N,CCCCCCCC
-4.21024677,CC(=O)C(C)(C)C,CCCCCCCC
-2.0519677799999996,CCN,CCCCCCCC
-2.9986218300000003,CCCN,CCCCCCCC
-6.34385049,Cc1ccccc1N,CCCCCCCC
-6.28919592,Cc1ccc(cc1)N,CCCCCCCC
-1.76001552,C(F)(F)(Cl)Cl,CCCCCCCC
-0.53201727,C(F)(F)(F)Cl,CCCCCCCC
-5.78854161,Cc1cccc(c1)O,CCCCCCCC
-5.63449413,Cc1ccc(cc1)O,CCCCCCCC
-4.46115045,CCCCC(C)CC,CCCCCCCC
-4.76140467,CCCCCC=O,CCCCCCCC
-4.33846593,CC(C)CC(=O)C,CCCCCCCC
-4.89100749,CCCC(C)CO,CCCCCCCC
-4.81721229,CCC(C)CCO,CCCCCCCC
-4.589369609999999,CCCC(C)(C)O,CCCCCCCC
-4.87325052,CCC(C)C(C)O,CCCCCCCC
-4.83912024,CC(C)CCCO,CCCCCCCC
-4.71897243,CCC(C(C)C)O,CCCCCCCC
-4.6029756,CC(C)C(C)(C)O,CCCCCCCC
-4.85134257,CC(C)(C)CCO,CCCCCCCC
-5.39973315,CCCC(C)(CC)O,CCCCCCCC
-5.33700723,CCCC(C(C)C)O,CCCCCCCC
-5.30841159,CCCC(C)C(C)O,CCCCCCCC
-5.29342194,CCCCC(C)(C)O,CCCCCCCC
-5.32616856,CC(C)CCC(C)O,CCCCCCCC
-5.41887378,CCC(CC)(CC)O,CCCCCCCC
-5.41333914,CC(CC(C)(C)C)O,CCCCCCCC
-5.40111681,CCC(C)(C(C)C)O,CCCCCCCC
-4.934592780000002,CCC(C(C)(C)C)O,CCCCCCCC
-4.27020537,c1cc(oc1)C=O,CCCCCCCC
-4.95511707,Cc1ccc(o1)C=O,CCCCCCCC
-4.12976388,CCOC(C)(C)C,CCOC(C)(C)C
-1.81443948,CCCCC,C[N+](=O)[O-]
-2.25928617,CCCCCC,C[N+](=O)[O-]
-2.14605666,CCCC(C)C,C[N+](=O)[O-]
-2.69444724,CCCCCCC,C[N+](=O)[O-]
-2.39419302,CC(C)CC(C)C,C[N+](=O)[O-]
-3.12822465,CCCCCCCC,C[N+](=O)[O-]
-3.0108441599999995,CC(C)C(C)C(C)C,C[N+](=O)[O-]
-3.5825263499999997,CCCCCCCCC,C[N+](=O)[O-]
-2.70666957,C1CCCCC1,C[N+](=O)[O-]
-3.4556908500000003,CCC1CCCCC1,C[N+](=O)[O-]
-4.76532504,CCC(=O)C,C[N+](=O)[O-]
-3.88139691,CCO,C[N+](=O)[O-]
-4.60043889,Cc1ccccc1,C[N+](=O)[O-]
-2.82543372,CC(C)CCC(C)C,C[N+](=O)[O-]
2.28373083,[He],Cc1ccc(cc1)C
2.07502878,[Ne],Cc1ccc(cc1)C
0.8295041700000001,[Ar],Cc1ccc(cc1)C
0.17042079000000004,[Kr],Cc1ccc(cc1)C
0.83088783,O=O,Cc1ccc(cc1)C
-0.45291804,C(=O)=O,Cc1ccc(cc1)C
0.33277023000000006,C,Cc1ccc(cc1)C
-1.5635358,CCC,Cc1ccc(cc1)C
-2.3314671,CCCC,Cc1ccc(cc1)C
-2.05865547,CC(C)C,Cc1ccc(cc1)C
-3.14183064,CCCCC,Cc1ccc(cc1)C
-3.84449931,CCCCCC,Cc1ccc(cc1)C
-3.61665663,CCCC(C)C,Cc1ccc(cc1)C
-4.551318960000001,CCCCCCC,Cc1ccc(cc1)C
-4.04097903,CC(C)CC(C)C,Cc1ccc(cc1)C
-5.2373837100000005,CCCCCCCC,Cc1ccc(cc1)C
-4.830818280000002,CC(C)C(C)C(C)C,Cc1ccc(cc1)C
-5.9059221,CCCCCCCCC,Cc1ccc(cc1)C
-4.17750015,C1CCCCC1,Cc1ccc(cc1)C
-5.322017580000001,CCC1CCCCC1,Cc1ccc(cc1)C
-1.58382948,CC=C,Cc1ccc(cc1)C
-2.48436153,C/C=C/C,Cc1ccc(cc1)C
-2.55123843,C/C=C\C,Cc1ccc(cc1)C
-2.4543822299999998,C=CC=C,Cc1ccc(cc1)C
-0.8048289,C#C,Cc1ccc(cc1)C
1.11061776,C(F)(F)(F)F,Cc1ccc(cc1)C
-2.83488873,CCCl,Cc1ccc(cc1)C
-3.5497797299999996,C(Cl)Cl,Cc1ccc(cc1)C
-4.35207192,C(Cl)(Cl)(Cl)Cl,Cc1ccc(cc1)C
-3.4706805,CI,Cc1ccc(cc1)C
-4.13921889,CCI,Cc1ccc(cc1)C
-1.6248780600000001,CC(F)F,Cc1ccc(cc1)C
-2.03005983,COC,Cc1ccc(cc1)C
-4.77085968,C1COCCO1,Cc1ccc(cc1)C
-3.39019761,CC(=O)C,Cc1ccc(cc1)C
-4.22385276,CCC(=O)C,Cc1ccc(cc1)C
-3.4407012,CC#N,Cc1ccc(cc1)C
-4.52110905,CCN(CC)CC,Cc1ccc(cc1)C
-4.09286628,C[N+](=O)[O-],Cc1ccc(cc1)C
-3.03413577,CCO,Cc1ccc(cc1)C
-3.73265346,CCCO,Cc1ccc(cc1)C
-4.48720938,CCCCO,Cc1ccc(cc1)C
0.19232874,FS(F)(F)(F)(F)F,Cc1ccc(cc1)C
-4.3656779100000005,c1ccccc1,Cc1ccc(cc1)C
-5.09555856,Cc1ccccc1,Cc1ccc(cc1)C
-5.5254156000000005,c1ccc(cc1)Cl,Cc1ccc(cc1)C
-6.6807717,CCCCCCCCCC,Cc1ccc(cc1)C
-3.41348922,CCBr,Cc1ccc(cc1)C
-3.39158127,CC(C)O,Cc1ccc(cc1)C
-3.5470124100000002,C(=S)=S,Cc1ccc(cc1)C
-5.774935619999999,Cc1ccc(cc1)C,Cc1ccc(cc1)C
-4.20609579,CCOC(=O)C,Cc1ccc(cc1)C
-2.33285076,CCC=C,Cc1ccc(cc1)C
-2.31924477,CC(=C)C,Cc1ccc(cc1)C
-3.5825263499999997,CC(C)(C)Cl,Cc1ccc(cc1)C
-3.10770036,CCCC=C,Cc1ccc(cc1)C
-3.31524936,CC(C)C=C,Cc1ccc(cc1)C
-4.41203052,C(CCl)Cl,Cc1ccc(cc1)C
-3.5825263499999997,CCCCl,Cc1ccc(cc1)C
-4.24968108,CC(C)CO,Cc1ccc(cc1)C
